REF_DATE,GEO,DGUID,Components of population growth,Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021/2022,"La Côte-de-Beaupré, Quebec",2016A00032421,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060040064,73.5.1.1,15,,,,0
2021/2022,"La Côte-de-Beaupré, Quebec",2016A00032421,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060040397,73.6.1.1,5,,,,0
2021/2022,"La Côte-de-Beaupré, Quebec",2016A00032421,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060040730,73.7.1.1,11,,,,0
2021/2022,"La Côte-de-Beaupré, Quebec",2016A00032421,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060041063,73.8.1.1,493,,,,0
2021/2022,"La Côte-de-Beaupré, Quebec",2016A00032421,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060041396,73.9.1.1,11,,,,0
2021/2022,"La Jacques-Cartier, Quebec",2016A00032422,Births,Both sexes,All ages,Persons,249,units,0,v1060042062,74.1.1.1,683,,,,0
2021/2022,"La Jacques-Cartier, Quebec",2016A00032422,Deaths,Both sexes,All ages,Persons,249,units,0,v1060042068,74.2.1.1,138,,,,0
2021/2022,"La Jacques-Cartier, Quebec",2016A00032422,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060042401,74.3.1.1,120,,,,0
2021/2022,"La Jacques-Cartier, Quebec",2016A00032422,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060042734,74.4.1.1,34,,,,0
2021/2022,"La Jacques-Cartier, Quebec",2016A00032422,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060043067,74.5.1.1,25,,,,0
2021/2022,"La Jacques-Cartier, Quebec",2016A00032422,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060043400,74.6.1.1,25,,,,0
2021/2022,"La Jacques-Cartier, Quebec",2016A00032422,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060043733,74.7.1.1,22,,,,0
2021/2022,"La Jacques-Cartier, Quebec",2016A00032422,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060044066,74.8.1.1,329,,,,0
2021/2022,"La Jacques-Cartier, Quebec",2016A00032422,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060044399,74.9.1.1,-12,,,,0
2021/2022,"Québec, Quebec",2016A00032423,Births,Both sexes,All ages,Persons,249,units,0,v1060045065,75.1.1.1,5550,,,,0
2021/2022,"Québec, Quebec",2016A00032423,Deaths,Both sexes,All ages,Persons,249,units,0,v1060045071,75.2.1.1,5479,,,,0
2021/2022,"Québec, Quebec",2016A00032423,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060045404,75.3.1.1,5034,,,,0
2021/2022,"Québec, Quebec",2016A00032423,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060045737,75.4.1.1,434,,,,0
2021/2022,"Québec, Quebec",2016A00032423,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060046070,75.5.1.1,282,,,,0
2021/2022,"Québec, Quebec",2016A00032423,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060046403,75.6.1.1,326,,,,0
2021/2022,"Québec, Quebec",2016A00032423,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060046736,75.7.1.1,133,,,,0
2021/2022,"Québec, Quebec",2016A00032423,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060047069,75.8.1.1,670,,,,0
2021/2022,"Québec, Quebec",2016A00032423,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060047402,75.9.1.1,2330,,,,0
2021/2022,"Lévis, Quebec",2016A00032425,Births,Both sexes,All ages,Persons,249,units,0,v1060048068,76.1.1.1,1430,,,,0
2021/2022,"Lévis, Quebec",2016A00032425,Deaths,Both sexes,All ages,Persons,249,units,0,v1060048074,76.2.1.1,1070,,,,0
2021/2022,"Lévis, Quebec",2016A00032425,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060048407,76.3.1.1,716,,,,0
2021/2022,"Lévis, Quebec",2016A00032425,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060048740,76.4.1.1,42,,,,0
2021/2022,"Lévis, Quebec",2016A00032425,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060049073,76.5.1.1,35,,,,0
2021/2022,"Lévis, Quebec",2016A00032425,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060049406,76.6.1.1,31,,,,0
2021/2022,"Lévis, Quebec",2016A00032425,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060049739,76.7.1.1,115,,,,0
2021/2022,"Lévis, Quebec",2016A00032425,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060050072,76.8.1.1,1004,,,,0
2021/2022,"Lévis, Quebec",2016A00032425,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060050405,76.9.1.1,450,,,,0
2021/2022,"La Nouvelle-Beauce, Quebec",2016A00032426,Births,Both sexes,All ages,Persons,249,units,0,v1060051071,77.1.1.1,468,,,,0
2021/2022,"La Nouvelle-Beauce, Quebec",2016A00032426,Deaths,Both sexes,All ages,Persons,249,units,0,v1060051077,77.2.1.1,280,,,,0
2021/2022,"La Nouvelle-Beauce, Quebec",2016A00032426,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060051410,77.3.1.1,121,,,,0
2021/2022,"La Nouvelle-Beauce, Quebec",2016A00032426,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060051743,77.4.1.1,12,,,,0
2021/2022,"La Nouvelle-Beauce, Quebec",2016A00032426,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060052076,77.5.1.1,0,,,,0
2021/2022,"La Nouvelle-Beauce, Quebec",2016A00032426,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060052409,77.6.1.1,9,,,,0
2021/2022,"La Nouvelle-Beauce, Quebec",2016A00032426,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060052742,77.7.1.1,25,,,,0
2021/2022,"La Nouvelle-Beauce, Quebec",2016A00032426,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060053075,77.8.1.1,382,,,,0
2021/2022,"La Nouvelle-Beauce, Quebec",2016A00032426,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060053408,77.9.1.1,6,,,,0
2021/2022,"Robert-Cliche, Quebec",2016A00032427,Births,Both sexes,All ages,Persons,249,units,0,v1060054074,78.1.1.1,203,,,,0
2021/2022,"Robert-Cliche, Quebec",2016A00032427,Deaths,Both sexes,All ages,Persons,249,units,0,v1060054080,78.2.1.1,188,,,,0
2021/2022,"Robert-Cliche, Quebec",2016A00032427,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060054413,78.3.1.1,44,,,,0
2021/2022,"Robert-Cliche, Quebec",2016A00032427,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060054746,78.4.1.1,4,,,,0
2021/2022,"Robert-Cliche, Quebec",2016A00032427,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060055079,78.5.1.1,0,,,,0
2021/2022,"Robert-Cliche, Quebec",2016A00032427,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060055412,78.6.1.1,3,,,,0
2021/2022,"Robert-Cliche, Quebec",2016A00032427,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060055745,78.7.1.1,15,,,,0
2021/2022,"Robert-Cliche, Quebec",2016A00032427,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060056078,78.8.1.1,82,,,,0
2021/2022,"Robert-Cliche, Quebec",2016A00032427,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060056411,78.9.1.1,93,,,,0
2021/2022,"Les Etchemins, Quebec",2016A00032428,Births,Both sexes,All ages,Persons,249,units,0,v1060057077,79.1.1.1,159,,,,0
2021/2022,"Les Etchemins, Quebec",2016A00032428,Deaths,Both sexes,All ages,Persons,249,units,0,v1060057083,79.2.1.1,216,,,,0
2021/2022,"Les Etchemins, Quebec",2016A00032428,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060057416,79.3.1.1,37,,,,0
2021/2022,"Les Etchemins, Quebec",2016A00032428,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060057749,79.4.1.1,9,,,,0
2021/2022,"Les Etchemins, Quebec",2016A00032428,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060058082,79.5.1.1,0,,,,0
2021/2022,"Les Etchemins, Quebec",2016A00032428,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060058415,79.6.1.1,6,,,,0
2021/2022,"Les Etchemins, Quebec",2016A00032428,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060058748,79.7.1.1,-4,,,,0
2021/2022,"Les Etchemins, Quebec",2016A00032428,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060059081,79.8.1.1,201,,,,0
2021/2022,"Les Etchemins, Quebec",2016A00032428,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060059414,79.9.1.1,-4,,,,0
2021/2022,"Beauce-Sartigan, Quebec",2016A00032429,Births,Both sexes,All ages,Persons,249,units,0,v1060060080,80.1.1.1,461,,,,0
2021/2022,"Beauce-Sartigan, Quebec",2016A00032429,Deaths,Both sexes,All ages,Persons,249,units,0,v1060060086,80.2.1.1,522,,,,0
2021/2022,"Beauce-Sartigan, Quebec",2016A00032429,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060060419,80.3.1.1,144,,,,0
2021/2022,"Beauce-Sartigan, Quebec",2016A00032429,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060060752,80.4.1.1,20,,,,0
2021/2022,"Beauce-Sartigan, Quebec",2016A00032429,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060061085,80.5.1.1,5,,,,0
2021/2022,"Beauce-Sartigan, Quebec",2016A00032429,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060061418,80.6.1.1,14,,,,0
2021/2022,"Beauce-Sartigan, Quebec",2016A00032429,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060061751,80.7.1.1,22,,,,0
2021/2022,"Beauce-Sartigan, Quebec",2016A00032429,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060062084,80.8.1.1,180,,,,0
2021/2022,"Beauce-Sartigan, Quebec",2016A00032429,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060062417,80.9.1.1,215,,,,0
2021/2022,"Le Granit, Quebec",2016A00032430,Births,Both sexes,All ages,Persons,249,units,0,v1060063083,81.1.1.1,175,,,,0
2021/2022,"Le Granit, Quebec",2016A00032430,Deaths,Both sexes,All ages,Persons,249,units,0,v1060063089,81.2.1.1,220,,,,0
2021/2022,"Le Granit, Quebec",2016A00032430,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060063422,81.3.1.1,35,,,,0
2021/2022,"Le Granit, Quebec",2016A00032430,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060063755,81.4.1.1,9,,,,0
2021/2022,"Le Granit, Quebec",2016A00032430,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060064088,81.5.1.1,5,,,,0
2021/2022,"Le Granit, Quebec",2016A00032430,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060064421,81.6.1.1,6,,,,0
2021/2022,"Le Granit, Quebec",2016A00032430,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060064754,81.7.1.1,10,,,,0
2021/2022,"Le Granit, Quebec",2016A00032430,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060065087,81.8.1.1,209,,,,0
2021/2022,"Le Granit, Quebec",2016A00032430,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060065420,81.9.1.1,36,,,,0
2021/2022,"Les Appalaches, Quebec",2016A00032431,Births,Both sexes,All ages,Persons,249,units,0,v1060066086,82.1.1.1,382,,,,0
2021/2022,"Les Appalaches, Quebec",2016A00032431,Deaths,Both sexes,All ages,Persons,249,units,0,v1060066092,82.2.1.1,584,,,,0
2021/2022,"Les Appalaches, Quebec",2016A00032431,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060066425,82.3.1.1,138,,,,0
2021/2022,"Les Appalaches, Quebec",2016A00032431,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060066758,82.4.1.1,0,,,,0
2021/2022,"Les Appalaches, Quebec",2016A00032431,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060067091,82.5.1.1,5,,,,0
2021/2022,"Les Appalaches, Quebec",2016A00032431,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060067424,82.6.1.1,0,,,,0
2021/2022,"Les Appalaches, Quebec",2016A00032431,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060067757,82.7.1.1,-1,,,,0
2021/2022,"Les Appalaches, Quebec",2016A00032431,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060068090,82.8.1.1,312,,,,0
2021/2022,"Les Appalaches, Quebec",2016A00032431,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060068423,82.9.1.1,157,,,,0
2021/2022,"L'Érable, Quebec",2016A00032432,Births,Both sexes,All ages,Persons,249,units,0,v1060069089,83.1.1.1,233,,,,0
2021/2022,"L'Érable, Quebec",2016A00032432,Deaths,Both sexes,All ages,Persons,249,units,0,v1060069095,83.2.1.1,217,,,,0
2021/2022,"L'Érable, Quebec",2016A00032432,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060069428,83.3.1.1,41,,,,0
2021/2022,"L'Érable, Quebec",2016A00032432,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060069761,83.4.1.1,0,,,,0
2021/2022,"L'Érable, Quebec",2016A00032432,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060070094,83.5.1.1,5,,,,0
2021/2022,"L'Érable, Quebec",2016A00032432,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060070427,83.6.1.1,0,,,,0
2021/2022,"L'Érable, Quebec",2016A00032432,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060070760,83.7.1.1,-2,,,,0
2021/2022,"L'Érable, Quebec",2016A00032432,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060071093,83.8.1.1,76,,,,0
2021/2022,"L'Érable, Quebec",2016A00032432,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060071426,83.9.1.1,186,,,,0
2021/2022,"Lotbinière, Quebec",2016A00032433,Births,Both sexes,All ages,Persons,249,units,0,v1060072092,84.1.1.1,494,,,,0
2021/2022,"Lotbinière, Quebec",2016A00032433,Deaths,Both sexes,All ages,Persons,249,units,0,v1060072098,84.2.1.1,282,,,,0
2021/2022,"Lotbinière, Quebec",2016A00032433,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060072431,84.3.1.1,46,,,,0
2021/2022,"Lotbinière, Quebec",2016A00032433,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060072764,84.4.1.1,7,,,,0
2021/2022,"Lotbinière, Quebec",2016A00032433,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060073097,84.5.1.1,0,,,,0
2021/2022,"Lotbinière, Quebec",2016A00032433,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060073430,84.6.1.1,5,,,,0
2021/2022,"Lotbinière, Quebec",2016A00032433,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060073763,84.7.1.1,4,,,,0
2021/2022,"Lotbinière, Quebec",2016A00032433,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060074096,84.8.1.1,464,,,,0
2021/2022,"Lotbinière, Quebec",2016A00032433,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060074429,84.9.1.1,82,,,,0
2021/2022,"Portneuf, Quebec",2016A00032434,Births,Both sexes,All ages,Persons,249,units,0,v1060075095,85.1.1.1,649,,,,0
2021/2022,"Portneuf, Quebec",2016A00032434,Deaths,Both sexes,All ages,Persons,249,units,0,v1060075101,85.2.1.1,522,,,,0
2021/2022,"Portneuf, Quebec",2016A00032434,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060075434,85.3.1.1,91,,,,0
2021/2022,"Portneuf, Quebec",2016A00032434,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060075767,85.4.1.1,0,,,,0
2021/2022,"Portneuf, Quebec",2016A00032434,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060076100,85.5.1.1,10,,,,0
2021/2022,"Portneuf, Quebec",2016A00032434,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060076433,85.6.1.1,0,,,,0
2021/2022,"Portneuf, Quebec",2016A00032434,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060076766,85.7.1.1,48,,,,0
2021/2022,"Portneuf, Quebec",2016A00032434,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060077099,85.8.1.1,750,,,,0
2021/2022,"Portneuf, Quebec",2016A00032434,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060077432,85.9.1.1,70,,,,0
2021/2022,"Mékinac, Quebec",2016A00032435,Births,Both sexes,All ages,Persons,249,units,0,v1060078098,86.1.1.1,74,,,,0
2021/2022,"Mékinac, Quebec",2016A00032435,Deaths,Both sexes,All ages,Persons,249,units,0,v1060078104,86.2.1.1,153,,,,0
2021/2022,"Mékinac, Quebec",2016A00032435,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060078437,86.3.1.1,4,,,,0
2021/2022,"Mékinac, Quebec",2016A00032435,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060078770,86.4.1.1,0,,,,0
2021/2022,"Mékinac, Quebec",2016A00032435,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060079103,86.5.1.1,5,,,,0
2021/2022,"Mékinac, Quebec",2016A00032435,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060079436,86.6.1.1,0,,,,0
2021/2022,"Mékinac, Quebec",2016A00032435,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060079769,86.7.1.1,5,,,,0
2021/2022,"Mékinac, Quebec",2016A00032435,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060080102,86.8.1.1,238,,,,0
2021/2022,"Mékinac, Quebec",2016A00032435,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060080435,86.9.1.1,1,,,,0
2021/2022,"Shawinigan, Quebec",2016A00032436,Births,Both sexes,All ages,Persons,249,units,0,v1060081101,87.1.1.1,385,,,,0
2021/2022,"Shawinigan, Quebec",2016A00032436,Deaths,Both sexes,All ages,Persons,249,units,0,v1060081107,87.2.1.1,789,,,,0
2021/2022,"Shawinigan, Quebec",2016A00032436,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060081440,87.3.1.1,85,,,,0
2021/2022,"Shawinigan, Quebec",2016A00032436,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060081773,87.4.1.1,6,,,,0
2021/2022,"Shawinigan, Quebec",2016A00032436,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060082106,87.5.1.1,5,,,,0
2021/2022,"Shawinigan, Quebec",2016A00032436,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060082439,87.6.1.1,4,,,,0
2021/2022,"Shawinigan, Quebec",2016A00032436,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060082772,87.7.1.1,42,,,,0
2021/2022,"Shawinigan, Quebec",2016A00032436,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060083105,87.8.1.1,1000,,,,0
2021/2022,"Shawinigan, Quebec",2016A00032436,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060083438,87.9.1.1,75,,,,0
2021/2022,"Francheville, Quebec",2016A00032437,Births,Both sexes,All ages,Persons,249,units,0,v1060084104,88.1.1.1,1402,,,,0
2021/2022,"Francheville, Quebec",2016A00032437,Deaths,Both sexes,All ages,Persons,249,units,0,v1060084110,88.2.1.1,1758,,,,0
2021/2022,"Francheville, Quebec",2016A00032437,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060084443,88.3.1.1,492,,,,0
2021/2022,"Francheville, Quebec",2016A00032437,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060084776,88.4.1.1,54,,,,0
2021/2022,"Francheville, Quebec",2016A00032437,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060085109,88.5.1.1,55,,,,0
2021/2022,"Francheville, Quebec",2016A00032437,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060085442,88.6.1.1,38,,,,0
2021/2022,"Francheville, Quebec",2016A00032437,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060085775,88.7.1.1,86,,,,0
2021/2022,"Francheville, Quebec",2016A00032437,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060086108,88.8.1.1,1136,,,,0
2021/2022,"Francheville, Quebec",2016A00032437,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060086441,88.9.1.1,878,,,,0
2021/2022,"Bécancour, Quebec",2016A00032438,Births,Both sexes,All ages,Persons,249,units,0,v1060087107,89.1.1.1,214,,,,0
2021/2022,"Bécancour, Quebec",2016A00032438,Deaths,Both sexes,All ages,Persons,249,units,0,v1060087113,89.2.1.1,213,,,,0
2021/2022,"Bécancour, Quebec",2016A00032438,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060087446,89.3.1.1,56,,,,0
2021/2022,"Bécancour, Quebec",2016A00032438,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060087779,89.4.1.1,0,,,,0
2021/2022,"Bécancour, Quebec",2016A00032438,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060088112,89.5.1.1,0,,,,0
2021/2022,"Bécancour, Quebec",2016A00032438,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060088445,89.6.1.1,0,,,,0
2021/2022,"Bécancour, Quebec",2016A00032438,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060088778,89.7.1.1,21,,,,0
2021/2022,"Bécancour, Quebec",2016A00032438,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060089111,89.8.1.1,528,,,,0
2021/2022,"Bécancour, Quebec",2016A00032438,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060089444,89.9.1.1,84,,,,0
